product,sub_product,issue,sub_issue,submitted_via,company,state,timely,company_response,month_year,count_of_complaint_id
Checking or savings account,CD (Certificate of Deposit),Closing an account,Company closed your account,Web,ALLY FINANCIAL INC.,CO,Yes,In progress,03-26,1
Checking or savings account,CD (Certificate of Deposit),Closing an account,Funds not received from closed account,Web,WELLS FARGO & COMPANY,MT,Yes,Closed with explanation,02-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Deposits or withdrawals,Web,"FIRST HAWAIIAN, INC.",GU,Yes,Closed with explanation,02-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Deposits or withdrawals,Web,NAVY FEDERAL CREDIT UNION,OH,Yes,In progress,03-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Deposits or withdrawals,Web,SYNCHRONY FINANCIAL,DE,Yes,In progress,02-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Funds not handled or disbursed as instructed,Web,"BMO Bank, N.A.",NM,Yes,Closed with monetary relief,02-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Problem accessing account,Web,"Block, Inc.",IA,Yes,In progress,03-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Problem with renewal,Referral,NEW YORK COMMUNITY BANCORP INC,NV,Yes,In progress,02-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Problem with renewal,Referral,SECURITY SERVICE FEDERAL CREDIT UNION,TX,Yes,In progress,03-26,1
Checking or savings account,CD (Certificate of Deposit),Managing an account,Problem with renewal,Web,SYNCHRONY FINANCIAL,HI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Can't close your account,Web,"Block, Inc.",CO,Yes,In progress,03-26,1
Checking or savings account,Checking account,Closing an account,Can't close your account,Web,Chime Financial Inc,WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Can't close your account,Web,NEW YORK COMMUNITY BANCORP INC,CA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Can't close your account,Web,NEW YORK COMMUNITY BANCORP INC,NC,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Can't close your account,Web,"UPGRADE, INC.",IA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Referral,KEYCORP,OR,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",IN,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",NE,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"Block, Inc.",AR,Yes,In progress,02-26,2
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"Block, Inc.",CT,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"Block, Inc.",SC,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,Chime Financial Inc,NE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,FIRST UNITED BANK AND TRUST COMPANY,OK,Yes,Closed with explanation,03-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,JPMORGAN CHASE & CO.,ID,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,JPMORGAN CHASE & CO.,NE,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,NBT BANCORP INC.,NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"SANTANDER HOLDINGS USA, INC.",PA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"SOFI TECHNOLOGIES, INC.",ID,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,"SOFI TECHNOLOGIES, INC.",WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Company closed your account,Web,U.S. BANCORP,NE,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Fees charged for closing account,Web,FIFTH THIRD FINANCIAL CORPORATION,IA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Referral,NAVY FEDERAL CREDIT UNION,MN,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",WY,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Web,"BMO Bank, N.A.",AZ,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Web,"CITIBANK, N.A.",IA,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Web,JPMORGAN CHASE & CO.,ME,Yes,In progress,02-26,1
Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Web,"SOFI TECHNOLOGIES, INC.",WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Web,U.S. BANCORP,IA,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Phone,WELLS FARGO & COMPANY,MN,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Referral,"SANTANDER HOLDINGS USA, INC.",NY,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,ALLY FINANCIAL INC.,NV,Yes,In progress,03-26,2
Checking or savings account,Checking account,Managing an account,Banking errors,Web,ALLY FINANCIAL INC.,WA,Yes,In progress,02-26,2
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"Block, Inc.",AR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"Block, Inc.",MO,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,"CITIZENS FINANCIAL GROUP, INC.",CT,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,Chime Financial Inc,NE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,FIFTH THIRD FINANCIAL CORPORATION,WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,FIFTH THIRD FINANCIAL CORPORATION,WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Banking errors,Web,FinCo Services Inc DBA Current,CO,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Web,"BMO Bank, N.A.",KY,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Web,FinCo Services Inc DBA Current,IA,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Web,NAVY FEDERAL CREDIT UNION,MA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Web,U.S. BANCORP,MN,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Cashing a check,Web,WELLS FARGO & COMPANY,NM,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Phone,"SANTANDER HOLDINGS USA, INC.",CT,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Phone,WELLS FARGO & COMPANY,WA,Yes,Closed with explanation,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Postal mail,U.S. BANCORP,SD,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Referral,FIRST TECHNOLOGY FEDERAL CREDIT UNION,PA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Referral,TRUIST FINANCIAL CORPORATION,WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Referral,WELLS FARGO & COMPANY,NM,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,ALLY FINANCIAL INC.,CA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,ALLY FINANCIAL INC.,IL,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,ALLY FINANCIAL INC.,MO,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,ALLY FINANCIAL INC.,NJ,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,ALLY FINANCIAL INC.,WI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"AXOS FINANCIAL, INC.",NM,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",KS,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",NH,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",OR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"BMO Bank, N.A.",KS,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"BMO Bank, N.A.",NE,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,BOK FINANCIAL CORP,OK,Yes,Closed with explanation,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,BOK FINANCIAL CORP,OK,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",AR,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",CO,Yes,Closed with explanation,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",CO,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",IN,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",OR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",WA,Yes,In progress,02-26,2
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",WA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Block, Inc.",WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,CAPITAL ONE FINANCIAL CORPORATION,SD,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"CITIBANK, N.A.",CO,Yes,Closed with non-monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"CITIZENS FINANCIAL GROUP, INC.",NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"CITIZENS FINANCIAL GROUP, INC.",RI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,Chime Financial Inc,NH,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,DISCOVER BANK,WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,Experian Information Solutions Inc.,MO,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"HUNTINGTON NATIONAL BANK, THE",WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,JPMORGAN CHASE & CO.,OR,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,JPMORGAN CHASE & CO.,WY,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,NAVY FEDERAL CREDIT UNION,CA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,NAVY FEDERAL CREDIT UNION,OH,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,NAVY FEDERAL CREDIT UNION,TN,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,NAVY FEDERAL CREDIT UNION,VA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,NAVY FEDERAL CREDIT UNION,WA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,PNC Bank N.A.,WV,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,PNC Bank N.A.,WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"Paypal Holdings, Inc",NH,Yes,Closed with non-monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,ROBINHOOD MARKETS INC.,IA,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,ROBINHOOD MARKETS INC.,NE,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"SOFI TECHNOLOGIES, INC.",ID,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,"SOFI TECHNOLOGIES, INC.",MT,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,TransferWise Ltd,WY,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,U.S. BANCORP,NE,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,WELLS FARGO & COMPANY,UT,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Web,WELLS FARGO & COMPANY,WY,Yes,Closed with explanation,02-26,4
Checking or savings account,Checking account,Managing an account,Fee problem,Web,"Block, Inc.",KS,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Fee problem,Web,"SANTANDER HOLDINGS USA, INC.",MA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Fee problem,Web,WELLS FARGO & COMPANY,OR,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,ALLY FINANCIAL INC.,PA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,ALLY FINANCIAL INC.,SC,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,"BMO Bank, N.A.",KS,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,"Block, Inc.",OH,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,"Block, Inc.",OR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,"Block, Inc.",TX,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,"CITIBANK, N.A.",ID,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,M&T BANK CORPORATION,OR,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,UT,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,NAVY FEDERAL CREDIT UNION,AR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,PNC Bank N.A.,DE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,"SANTANDER HOLDINGS USA, INC.",RI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,DC,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,WELLS FARGO & COMPANY,AK,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,WELLS FARGO & COMPANY,MT,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,WELLS FARGO & COMPANY,OR,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,WELLS FARGO & COMPANY,WY,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Web,WELLS FARGO & COMPANY,WY,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Problem accessing account,Web,"Block, Inc.",KY,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem accessing account,Web,"Block, Inc.",MN,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem accessing account,Web,N26 Inc.,CT,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem accessing account,Web,NAVY FEDERAL CREDIT UNION,GA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem accessing account,Web,OLD NATIONAL BANCORP,MN,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem accessing account,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,NM,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem accessing account,Web,WELLS FARGO & COMPANY,KY,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,"Block, Inc.",WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,"Block, Inc.",WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,"CITIZENS FINANCIAL GROUP, INC.",RI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,JPMORGAN CHASE & CO.,NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,UBS BANK USA,ID,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,WELLS FARGO & COMPANY,ID,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Web,WELLS FARGO & COMPANY,WY,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Phone,"Block, Inc.",OR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Phone,"UNITED BANKSHARES, INC.",DC,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Phone,WELLS FARGO & COMPANY,NM,Yes,Closed with monetary relief,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Postal mail,"BANK OF AMERICA, NATIONAL ASSOCIATION",VT,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Postal mail,U.S. BANCORP,SD,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Referral,NAVY FEDERAL CREDIT UNION,NM,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Referral,"SANTANDER HOLDINGS USA, INC.",RI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,NM,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Referral,WELLS FARGO & COMPANY,IA,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Referral,WELLS FARGO & COMPANY,NE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Referral,WELLS FARGO & COMPANY,NV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,ALLY FINANCIAL INC.,CA,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,ALLY FINANCIAL INC.,CO,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",SD,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",CT,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",IA,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",KY,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",KY,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",MI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",MO,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",NV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Block, Inc.",UT,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Branch Messenger, Inc.",RI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,CAPITAL ONE FINANCIAL CORPORATION,DC,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,CAPITAL ONE FINANCIAL CORPORATION,NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"CITIZENS FINANCIAL GROUP, INC.",NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,Chime Financial Inc,VT,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,FISERV FINXACT CORE,PR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,KEYCORP,ID,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,UT,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,UT,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,NAVY FEDERAL CREDIT UNION,CT,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,NAVY FEDERAL CREDIT UNION,MD,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,NAVY FEDERAL CREDIT UNION,NE,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,NAVY FEDERAL CREDIT UNION,OH,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,NAVY FEDERAL CREDIT UNION,VA,Yes,In progress,02-26,2
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,NAVY FEDERAL CREDIT UNION,VT,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,PNC Bank N.A.,AL,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,PNC Bank N.A.,IN,Yes,In progress,03-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Paypal Holdings, Inc",WV,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"Paypal Holdings, Inc",WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"SANTANDER HOLDINGS USA, INC.",NJ,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,"SOFI TECHNOLOGIES, INC.",NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,TD BANK US HOLDING COMPANY,ME,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,TRUIST FINANCIAL CORPORATION,IA,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,TRUIST FINANCIAL CORPORATION,WV,Yes,In progress,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,WELLS FARGO & COMPANY,ID,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,WELLS FARGO & COMPANY,OR,Yes,Closed with explanation,02-26,2
Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Web,WELLS FARGO & COMPANY,OR,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,ALLY FINANCIAL INC.,CO,Yes,In progress,03-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,Experian Information Solutions Inc.,AZ,Yes,In progress,02-26,2
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,"Fidelity National Information Services, Inc. (FNIS)",RI,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,NAVY FEDERAL CREDIT UNION,IL,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,PNC Bank N.A.,IL,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,PNC Bank N.A.,RI,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,TD BANK US HOLDING COMPANY,NH,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,TRUIST FINANCIAL CORPORATION,KS,Yes,In progress,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,U.S. BANCORP,MT,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,Web,WELLS FARGO & COMPANY,KS,Yes,Closed with explanation,02-26,1
Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,Referral,FIRST TECHNOLOGY FEDERAL CREDIT UNION,LA,Yes,In progress,03-26,1
