product,sub_product,issue,sub_issue,submitted_via,company,state,timely,company_response,month_year,count_of_complaint_id
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",NE,Yes,Closed with explanation,02-26,2
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",NJ,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",NM,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",NM,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",OK,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",OR,Yes,In progress,03-26,2
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",TN,Yes,In progress,02-26,2
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",UT,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",VA,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",WA,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",WI,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",WV,Yes,Closed with explanation,02-26,2
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",WV,Yes,In progress,02-26,2
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Block, Inc.",WV,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,Google Compare Credit Cards Inc.,RI,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Navient Solutions, LLC.",MI,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Paypal Holdings, Inc",NE,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Paypal Holdings, Inc",NH,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Paypal Holdings, Inc",NH,Yes,Closed with monetary relief,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,"Paypal Holdings, Inc",NH,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,Not Available,Web,TransferWise Ltd,WY,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unexpected or other fees,Not Available,Web,"Block, Inc.",DC,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unexpected or other fees,Not Available,Web,"Block, Inc.",OR,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Fraud or scam,Not Available,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",HI,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Fraud or scam,Not Available,Web,"Block, Inc.",LA,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Fraud or scam,Not Available,Web,WELLS FARGO & COMPANY,IA,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Lost or stolen money order,Not Available,Web,"WESTERN UNION COMPANY, THE",AK,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",MD,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",MT,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",NE,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",NE,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",OH,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",OR,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",TX,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",UT,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",UT,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",WA,Yes,In progress,02-26,2
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Block, Inc.",WI,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,Google Compare Credit Cards Inc.,WA,Yes,Closed with explanation,03-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Fraud or scam,Not Available,Web,"Paypal Holdings, Inc",AK,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Money was not available when promised,Not Available,Web,"Block, Inc.",AZ,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other service problem,Not Available,Web,"Block, Inc.",CO,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other service problem,Not Available,Web,Winklevoss Exchange LLC,ID,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Postal mail,"Coinbase, Inc.",NH,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",CT,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",DE,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",IN,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",KY,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",NE,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",NE,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",NJ,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Block, Inc.",TX,Yes,In progress,03-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Coinbase, Inc.",NH,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Foris DAX, Inc.",PR,Yes,In progress,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,"Paypal Holdings, Inc",MT,Yes,Closed with explanation,02-26,1
"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,Not Available,Web,TransferWise Ltd,TN,Yes,Closed with explanation,03-26,1
Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Confusing or misleading advertising or marketing,Web,"Rocket Mortgage, LLC",CO,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Delays in the application process,Web,NAVY FEDERAL CREDIT UNION,MN,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Fees or costs during the application process,Web,"PENNYMAC LOAN SERVICES, LLC.",ID,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Closing on a mortgage,Closing disclosure or other related disclosures,Web,Union Home Mortgage Corp,NH,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Closing on a mortgage,Closing disclosure or other related disclosures,Web,WELLS FARGO & COMPANY,DE,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Closing on a mortgage,Delays with the closing process,Web,WELLS FARGO & COMPANY,SD,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Problem with a company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,Web,"CARRINGTON MORTGAGE SERVICES, LLC",CO,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Problem with a company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,Web,NAVY FEDERAL CREDIT UNION,MA,Yes,In progress,03-26,1
Mortgage,Conventional home mortgage,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Web,"CARRINGTON MORTGAGE SERVICES, LLC",CT,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Web,"PENNYMAC LOAN SERVICES, LLC.",NE,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"An existing modification, forbearance plan, short sale, or other loss mitigation relief",Phone,"Fay Servicing, LLC",ME,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"An existing modification, forbearance plan, short sale, or other loss mitigation relief",Web,"LoanCare, LLC",MT,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,Foreclosure,Web,Ocwen Financial Corporation,NH,Yes,Closed with explanation,02-26,2
Mortgage,Conventional home mortgage,Struggling to pay mortgage,Foreclosure,Web,U.S. BANCORP,NH,Yes,Closed with non-monetary relief,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Phone,Mr. Cooper Group Inc.,NE,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,Mr. Cooper Group Inc.,OR,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,"Rocket Mortgage, LLC",NH,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,"Rocket Mortgage, LLC",NH,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,"SELECT PORTFOLIO SERVICING, INC.",MN,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,Selene Holdings LLC,IA,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,"CARRINGTON MORTGAGE SERVICES, LLC",NM,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,"CMG Financial Services, Inc.",ME,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,"MUTUAL OF OMAHA MORTGAGE, LLC",NH,Yes,In progress,03-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,NAVY FEDERAL CREDIT UNION,TX,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,"Rocket Mortgage, LLC",NH,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,WELLS FARGO & COMPANY,ME,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Fees charged,Web,Guild Holdings Company,NV,Yes,Closed with explanation,03-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Interest rate,Web,"RANLife, Inc.",UT,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Lien release,Phone,Mr. Cooper Group Inc.,ME,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Loan sold or transferred to another company,Web,PNC Bank N.A.,WY,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Loan sold or transferred to another company,Web,"Rocket Mortgage, LLC",OR,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Paying off the loan,Referral,"CITIBANK, N.A.",CT,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Paying off the loan,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,UT,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,Web,Freedom Mortgage Company,NM,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,Web,Guild Holdings Company,IN,Yes,Closed with explanation,03-26,2
Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,Web,NAVY FEDERAL CREDIT UNION,PA,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,Web,Ocwen Financial Corporation,OK,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,Web,"Rocket Mortgage, LLC",NM,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Private mortgage insurance (PMI),Web,RoundPoint Mortgage Servicing LLC,ID,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,Idaho Housing And Finance Association,ID,Yes,Closed with explanation,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,NAVY FEDERAL CREDIT UNION,VT,Yes,In progress,02-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,NEW YORK COMMUNITY BANCORP INC,IN,Yes,In progress,03-26,1
Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,"Shellpoint Partners, LLC",KS,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Changes in loan terms during the application process,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,ID,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Closing on a mortgage,Closing disclosure or other related disclosures,Web,"CARRINGTON MORTGAGE SERVICES, LLC",DC,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu",Web,"CARRINGTON MORTGAGE SERVICES, LLC",WV,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu",Web,"HILLTOP HOLDINGS, INC",DE,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu",Web,"HILLTOP HOLDINGS, INC",DE,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu",Web,Movement Mortgage LLC,WV,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,Foreclosure,Phone,NEW YORK COMMUNITY BANCORP INC,MI,Yes,In progress,03-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,Foreclosure,Web,Idaho Housing And Finance Association,ID,Yes,In progress,03-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,Foreclosure,Web,U.S. BANCORP,NH,Yes,Closed with non-monetary relief,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,"BROKER SOLUTIONS, INC.",PA,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,COMMERCE BANK,KS,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,Ocwen Financial Corporation,UT,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,U.S. BANCORP,OK,Yes,Closed with monetary relief,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,"CITIZENS FINANCIAL GROUP, INC.",NH,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,Idaho Housing And Finance Association,ID,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Payment process,Web,NEW YORK COMMUNITY BANCORP INC,TN,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Payment process,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NH,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Private mortgage insurance (PMI),Web,"CITIBANK, N.A.",NM,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,FIRST TECHNOLOGY FEDERAL CREDIT UNION,OR,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,FIRSTBANK PUERTO RICO,PR,Yes,Closed with explanation,02-26,2
Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,Freedom Mortgage Company,WV,Yes,Closed with explanation,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,Freedom Mortgage Company,WV,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,NEW YORK COMMUNITY BANCORP INC,IA,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,"Rocket Mortgage, LLC",ME,Yes,In progress,02-26,1
Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,"United Shore Financial Services, LLC",MT,Yes,In progress,02-26,1
Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,Application denials,Postal mail,TD BANK US HOLDING COMPANY,NH,Yes,Closed with explanation,02-26,1
Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,Application denials,Web,BEACON FINANCIAL CORPORATION,CT,Yes,In progress,02-26,1
Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Fees charged,Web,MOUNTAIN AMERICA FEDERAL CREDIT UNION,UT,Yes,In progress,02-26,1
Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Payment process,Web,"SANTANDER HOLDINGS USA, INC.",NJ,Yes,In progress,02-26,1
Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Payment process,Web,"Shellpoint Partners, LLC",ID,Yes,Closed with explanation,02-26,1
Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Payment process,Web,U.S. BANCORP,WV,Yes,In progress,02-26,1
Mortgage,Manufactured home loan,Applying for a mortgage or refinancing an existing mortgage,Trying to communicate with the company to fix an issue with the application process,Phone,"LD Holdings Group, LLC",ME,Yes,Closed with explanation,02-26,1
Mortgage,Manufactured home loan,Incorrect information on your report,Account information incorrect,Web,"VANDERBILT MORTGAGE & FINANCE, INC",VA,Yes,In progress,02-26,1
Mortgage,Manufactured home loan,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu",Web,"VANDERBILT MORTGAGE & FINANCE, INC",SC,Yes,In progress,03-26,1
Mortgage,Manufactured home loan,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,"VANDERBILT MORTGAGE & FINANCE, INC",WV,Yes,In progress,02-26,1
Mortgage,Other type of mortgage,Problem with a company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,Web,"CARRINGTON MORTGAGE SERVICES, LLC",NH,Yes,In progress,02-26,1
Mortgage,Other type of mortgage,Struggling to pay mortgage,"An existing modification, forbearance plan, short sale, or other loss mitigation relief",Referral,U.S. BANCORP,NE,Yes,Closed with explanation,02-26,1
Mortgage,Other type of mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,Selene Holdings LLC,DC,Yes,Closed with explanation,02-26,1
Mortgage,Other type of mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,"BMO Bank, N.A.",ID,Yes,Closed with explanation,02-26,1
Mortgage,Reverse mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",Web,"NOVAD Management Consulting, LLC",OK,Yes,Closed with explanation,02-26,1
Mortgage,USDA mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,Mr. Cooper Group Inc.,KY,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,Changes in loan terms during the application process,Web,"Rocket Mortgage, LLC",NH,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,Confusing or misleading advertising or marketing,Web,Village Capital & Investment LLC,ME,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,Trying to communicate with the company to fix an issue with the application process,Web,"E Mortgage Capital, Inc.",CO,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Closing on a mortgage,Trying to communicate with the company to fix an issue with the loan closing,Web,CrossCountry Mortgage LLC,MT,Yes,In progress,02-26,1
Mortgage,VA mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Phone,"Mortgage Research Center, LLC",MT,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,Freedom Mortgage Company,HI,Yes,In progress,02-26,1
Mortgage,VA mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Web,Ocwen Financial Corporation,OR,Yes,In progress,02-26,1
Mortgage,VA mortgage,Trouble during payment process,Fees charged,Web,"Shellpoint Partners, LLC",WV,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Trouble during payment process,Payment process,Web,Mr. Cooper Group Inc.,IA,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Trouble during payment process,Payment process,Web,Ocwen Financial Corporation,NV,Yes,Closed with explanation,03-26,1
Mortgage,VA mortgage,Trouble during payment process,Payment process,Web,"Shellpoint Partners, LLC",WV,Yes,Closed with explanation,02-26,2
Mortgage,VA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,Freedom Mortgage Company,HI,Yes,Closed with explanation,02-26,1
Mortgage,VA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,NAVY FEDERAL CREDIT UNION,VA,Yes,In progress,02-26,1
Mortgage,VA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Web,"VANDERBILT MORTGAGE & FINANCE, INC",OH,Yes,In progress,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,Concord Servicing Corporation,CO,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,"Paramount GR Holdings, LLC",OR,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,"Paramount GR Holdings, LLC",UT,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,RC Willey,UT,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,"SANTANDER HOLDINGS USA, INC.",NJ,Yes,In progress,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,Solar Mosaic LLC,MT,Yes,Closed with explanation,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,"Upstart Holdings, Inc.",MA,Yes,In progress,03-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,Westcreek Financial,NH,No,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Charged fees or interest you didn't expect,Not Available,Web,Westcreek Financial,NH,No,Untimely response,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,Not Available,Web,"Affirm Holdings, Inc",SD,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,Not Available,Web,"Affirm Holdings, Inc",UT,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,Not Available,Web,"Paypal Holdings, Inc",NM,Yes,Closed with monetary relief,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,Not Available,Web,"Skopos Financial, LLC",VA,Yes,In progress,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,Not Available,Web,"Tower Loan of Mississippi, Inc.",MO,Yes,Closed with explanation,02-26,1
"Payday loan, title loan, personal loan, or advance loan",Installment loan,Getting the loan,Not Available,Web,"Upstart Holdings, Inc.",CO,Yes,In progress,02-26,1
